location,total_sqft,bath,balcony,bhk,price
Electronic City,1070.0,2.0,1.0,2,60.0
Begur,815.0,2.0,1.0,2,40.0
Kanakpura Road,2000.0,3.0,3.0,3,105.0
Malleshwaram,1400.0,2.0,1.0,2,190.0
Varthur,1740.0,4.0,3.0,4,175.0
ITPL,5667.5,5.0,0.0,4,300.0
Sarjapur  Road,1216.0,2.0,2.0,2,70.0
pavitra paradise,2200.0,2.0,1.0,3,190.0
Hegde Nagar,3500.0,5.0,2.0,4,450.0
Shampura,970.0,6.0,3.0,6,105.0
Vidyaranyapura,3150.0,7.0,3.0,7,375.0
Kanakpura Road,1200.0,2.0,0.0,2,62.0
Marathahalli,1026.0,2.0,1.0,2,50.18
Hulimavu,450.0,1.0,1.0,1,20.0
KR Puram,1205.0,2.0,1.0,2,45.79
Jakkur Plantation,1368.0,2.0,3.0,2,87.0
Anekal,420.0,1.0,1.0,1,12.5
Doddakallasandra,1270.0,2.0,2.0,2,42.0
Anekal,614.0,1.0,1.0,2,28.0
Margondanahalli,1050.0,2.0,0.0,2,58.0
Yelahanka,1408.0,2.0,2.0,2,58.0
Subramanyapura,1223.0,2.0,2.0,3,42.81
Reliaable Tranquil Layout,1507.0,3.0,1.0,3,80.0
kadubisnahalli,1160.0,2.0,2.0,2,57.0
Kithaganur,1200.0,3.0,1.0,3,70.0
Poorna Pragna Layout,960.0,2.0,3.0,2,50.0
NGR Layout,1021.0,2.0,2.0,2,46.0
Hegde Nagar,2162.03,4.0,2.0,3,129.0
Channasandra,1065.0,2.0,1.0,2,36.0
Attibele,400.0,1.0,1.0,1,10.25
Bannerghatta Road,1465.0,2.0,1.0,3,75.0
Kanakpura Road,900.0,2.0,1.0,2,41.0
Marathahalli,1800.0,3.0,2.0,3,95.0
Amblipura,1175.0,2.0,2.0,2,83.0
Vijayanagar,1500.0,4.0,1.0,4,360.0
Sanjay nagar,1050.0,2.0,0.0,2,59.0
Electronic City Phase II,1400.0,2.0,2.0,3,40.43
Indira Nagar,1650.0,3.0,1.0,3,150.0
KR Puram,1827.0,3.0,2.0,3,97.0
Thanisandra,1930.0,4.0,2.0,3,122.0
Mysore Road,883.0,2.0,1.0,2,37.0
Kengeri,550.0,1.0,1.0,1,16.75
Electronic City,1400.0,2.0,1.0,3,40.44
RMV 2nd Stage,1350.0,4.0,1.0,4,310.0
Kanakapura,1290.0,2.0,3.0,3,38.69
Raja Rajeshwari Nagar,1021.0,3.0,2.0,3,59.0
Whitefield,1158.0,2.0,1.0,2,55.0
Varanasi,1200.0,4.0,1.0,5,99.0
Nagarbhavi,1400.0,2.0,2.0,3,135.0
Doddaballapur,2400.0,3.0,0.0,4,200.0
Munnekollal,1200.0,2.0,1.0,3,57.9
JP Nagar,1520.0,3.0,2.0,3,125.0
Thanisandra,777.0,1.0,0.0,1,38.46
EPIP Zone,2710.0,3.0,2.0,3,177.0
Kenchenahalli,1150.0,2.0,2.0,2,57.0
Yelahanka,1101.0,2.0,2.0,2,37.0
Mahalakshmi Layout,1200.0,2.0,3.0,3,110.0
Hebbal,1252.0,2.0,1.0,2,92.0
Marathahalli,1650.0,3.0,2.0,3,85.0
Marathahalli,1270.0,2.0,2.0,2,80.0
Tumkur Road,992.0,2.0,1.0,2,70.0
BEML Layout,2000.0,3.0,2.0,3,85.0
Geddalahalli,893.0,2.0,2.0,2,34.5
Bisuvanahalli,1075.0,2.0,1.0,3,41.49
Kumaraswami Layout,3200.0,7.0,0.0,7,150.0
Electronic City,1190.0,2.0,1.0,2,42.0
Ashwathnagar,800.0,2.0,0.0,3,60.0
Sarjapur  Road,1814.0,3.0,3.0,3,63.0
Rahmath Nagar,1400.0,3.0,2.0,3,98.0
Bommasandra,1400.0,6.0,3.0,5,252.0
Murugeshpalya,1344.0,2.0,0.0,3,56.0
Whitefield,5400.0,5.0,3.0,4,475.0
Kanakpura Road,1843.0,3.0,2.0,3,95.0
Chikkadunnasandra,1138.0,2.0,1.0,2,32.0
Nagappa Reddy Layout,1495.0,2.0,2.0,3,70.0
Electronic City,880.0,2.0,1.0,2,19.0
Whitefield,1396.0,3.0,1.0,3,74.0
Garudachar Palya,1610.0,2.0,3.0,3,119.0
Tindlu,1050.0,2.0,2.0,2,55.0
Kumbena Agrahara,1410.0,2.0,2.0,3,43.71
Ramamurthy Nagar,1050.0,2.0,2.0,2,37.8
Kumaraswami Layout,1310.0,2.0,1.0,3,85.0
Yelahanka,1104.0,2.0,2.0,2,58.0
Hennur Road,1165.0,2.0,1.0,2,67.0
Kudlu,1027.0,2.0,2.0,2,44.0
Hormavu,1310.0,2.0,3.0,2,60.0
Chikkanahalli,1052.0,2.0,2.0,2,52.0
Singasandra,1464.0,3.0,2.0,3,56.0
1st Block Koramangala,1000.0,2.0,2.0,2,45.0
Jayanagar,2240.0,3.0,2.0,3,300.0
Electronic City,1150.0,2.0,1.0,2,38.08
Thanisandra,2019.0,3.0,1.0,3,70.67
Varthur,986.0,2.0,1.0,2,31.0
Banashankari Stage III,1350.0,1.0,1.0,1,145.0
Akshaya Nagar,1893.0,4.0,2.0,3,95.0
Gollarapalya Hosahalli,1318.0,3.0,2.0,3,56.0
Yelahanka,1325.0,2.0,2.0,3,58.0
Kereguddadahalli,800.0,2.0,1.0,2,33.0
Canara Bank Colony,1300.0,3.0,2.0,3,42.25
Dodda Banaswadi,1300.0,2.0,2.0,3,60.0
Jalahalli East,1010.0,2.0,1.0,2,52.0
Banashankari,1260.0,2.0,3.0,2,75.0
Ulsoor,2500.0,4.0,0.0,4,170.0
Halanayakanahalli,1520.0,3.0,1.0,3,165.0
Harlur,1197.0,2.0,1.0,2,75.0
Manayata Tech Park,1050.0,2.0,2.0,2,45.0
Manjunath Nagar,910.0,4.0,2.0,5,194.0
Thanisandra,1241.0,2.0,1.0,3,68.0
Maithri Layout,1567.0,2.0,3.0,3,62.0
Kasavanhalli,1747.0,3.0,1.0,3,110.0
Ramagondanahalli,1475.0,2.0,2.0,3,55.0
Park View Layout,600.0,4.0,1.0,4,70.0
Xavier Layout,1524.0,4.0,2.0,3,400.0
Hennur Road,980.0,2.0,1.0,2,51.0
Dasanapura,966.0,2.0,1.0,2,58.0
Ferrar Nagar,2360.0,3.0,2.0,4,185.0
Sarjapur  Road,1112.0,2.0,1.0,2,62.0
Electronic City,550.0,1.0,1.0,2,16.0
Surabhi Layout,1760.0,3.0,3.0,3,90.0
Hennur,1830.0,2.0,3.0,3,113.0
Yelahanka,1175.0,2.0,1.0,2,67.77
Whitefield,1175.0,2.0,1.0,2,41.0
Horamavu Banaswadi,1025.0,2.0,2.0,2,45.0
Hennur Road,1232.0,2.0,1.0,2,80.0
5th Phase JP Nagar,1010.0,2.0,2.0,2,57.0
Sarjapur  Road,1273.0,2.0,2.0,2,60.0
Battarahalli,1590.0,2.0,2.0,2,102.0
Air View Colony,1100.0,2.0,1.0,2,58.5
Electronic City Phase II,1252.0,2.0,1.0,3,65.0
1st Phase JP Nagar,2615.0,5.0,3.0,4,222.0
Yelahanka,1322.0,2.0,1.0,2,77.9
7th Phase JP Nagar,1000.0,1.0,1.0,1,60.0
Harlur,1755.0,3.0,2.0,3,117.0
Electronic City Phase II,1135.0,2.0,2.0,2,46.0
Rajaji Nagar,1200.0,10.0,2.0,8,180.0
Electronic City,1200.0,4.0,1.0,4,125.0
Nagavarapalya,1260.0,2.0,2.0,2,85.5
Hoodi,3250.0,5.0,2.0,5,395.0
Ambedkar Nagar,3500.0,4.0,2.0,4,550.0
Manjunath Nagar,1200.0,6.0,2.0,5,110.0
Kanakpura Road,1100.0,2.0,1.0,3,53.0
Electronic City Phase II,1305.0,3.0,1.0,3,65.0
Ayappa Nagar,1236.0,2.0,1.0,2,50.0
Uttarahalli,1125.0,1.0,2.0,2,45.0
KR Puram,1075.0,2.0,2.0,2,32.25
BEML Layout,2000.0,3.0,2.0,3,85.0
Kadugondanahalli,772.0,5.0,1.0,8,60.0
Thanisandra,2999.97,6.0,0.0,6,110.0
Kadugodi,1150.0,2.0,2.0,2,42.0
9th Block Jayanagar,1440.0,4.0,1.0,4,240.0
Hennur Road,1085.0,2.0,1.0,2,43.4
Hebbal Kempapura,1785.0,3.0,0.0,3,165.0
Malleshwaram,2475.0,4.0,3.0,3,300.0
Thanisandra,1930.0,4.0,2.0,3,120.0
4th Phase JP Nagar,600.0,4.0,1.0,2,70.0
Kadugondanahalli,800.0,1.0,0.0,2,45.0
Kumaraswami Layout,2450.0,3.0,2.0,4,110.0
akshaya nagar t c palya,1200.0,4.0,0.0,4,120.0
Bannerghatta Road,1920.0,3.0,3.0,3,122.0
Kothannur,1085.0,2.0,2.0,2,34.2
Thanisandra,760.0,1.0,2.0,1,50.4
Sahakara Nagar,1201.0,2.0,3.0,2,80.0
Electronic City,1615.0,3.0,2.0,3,97.0
Budigere,1991.0,4.0,2.0,3,100.0
Kasavanhalli,1377.0,2.0,2.0,2,80.0
Cunningham Road,2880.0,3.0,2.0,3,560.0
Laxmi Sagar Layout,1892.0,3.0,2.0,3,200.0
Shivaji Nagar,2176.0,3.0,3.0,3,348.0
Thanisandra,663.0,1.0,0.0,1,32.82
Electronic City,1165.0,2.0,1.0,2,33.65
Talaghattapura,3554.0,4.0,1.0,3,340.0
Thanisandra,1260.0,2.0,1.0,2,45.5
Volagerekallahalli,1095.0,2.0,1.0,2,39.0
KR Garden,1050.0,2.0,2.0,2,65.0
Seegehalli,1176.0,2.0,2.0,2,50.0
Thanisandra,1801.0,3.0,2.0,3,115.0
Whitefield,1315.0,2.0,3.0,2,55.0
Parappana Agrahara,1194.0,2.0,2.0,2,46.0
NRI Layout,2400.0,2.0,1.0,2,125.0
Uttarahalli,1308.0,2.0,3.0,3,53.0
Sarjapur  Road,4250.0,4.0,2.0,4,610.0
Thanisandra,1806.0,6.0,2.0,3,116.0
Thanisandra,3671.0,4.0,1.0,4,220.0
Hoodi,2144.0,3.0,2.0,3,140.0
Hoskote,1065.0,2.0,3.0,2,33.75
Balagere,1205.0,2.0,1.0,2,67.0
Uttarahalli,1160.0,2.0,2.0,2,40.58
Kanaka Nagar,750.0,4.0,2.0,4,90.0
Parappana Agrahara,1194.0,2.0,2.0,2,47.0
mvj engineering college,1200.0,3.0,1.0,3,56.53
2nd Phase Judicial Layout,1681.0,3.0,3.0,3,69.0
Bommasandra Industrial Area,1130.0,2.0,1.0,2,32.64
Iblur Village,3633.0,5.0,1.0,4,335.0
Kanakpura Road,1843.0,3.0,2.0,3,90.0
Bommasandra Industrial Area,1065.0,2.0,1.0,2,30.75
Thubarahalli,1885.0,3.0,2.0,3,85.52
R.T. Nagar,1500.0,2.0,2.0,2,45.0
Panathur,1210.0,2.0,2.0,2,69.0
TC Palaya,1126.0,2.0,1.0,2,39.4
Rayasandra,1357.0,2.0,2.0,3,59.0
Whitefield,1451.0,2.0,2.0,3,46.4
Kodigehaali,1600.0,3.0,3.0,4,185.0
Hennur Road,950.0,2.0,1.0,2,55.0
Bellandur,960.0,2.0,2.0,2,48.0
2nd Block Bel Layout,1625.0,3.0,3.0,3,92.0
Kaggalipura,2200.0,4.0,1.0,3,150.0
Ambalipura,1607.0,2.0,2.0,3,112.0
Kanakpura Road,900.0,2.0,1.0,2,46.29
Shree Ananth Nagar Layout,1080.0,2.0,2.0,2,38.0
Cooke Town,2300.0,3.0,1.0,3,250.0
Hosa Road,1708.0,3.0,0.0,4,64.05
Yeshwanthpur,2500.0,5.0,2.0,6,185.0
Bellandur,1690.0,2.0,2.0,3,116.0
RR Layout,2100.0,3.0,0.0,5,145.0
4th Block Koramangala,1269.0,2.0,2.0,2,97.0
Haralur Road,1243.0,2.0,2.0,2,46.0
Haralur Road,1890.0,3.0,2.0,3,84.0
Electronic City Phase II,1165.0,2.0,1.0,2,33.64
BTM Layout,1196.0,2.0,2.0,2,56.81
Parappana Agrahara,1194.0,2.0,2.0,2,47.0
Old Madras Road,1630.0,3.0,2.0,3,110.0
Whitefield,1063.0,2.0,1.0,2,42.52
Shikaripalya,1025.0,2.0,1.0,2,39.98
Chikkabanavar,1067.0,2.0,1.0,2,38.0
Kanakpura Road,1299.0,2.0,1.0,2,89.63
Panathur,1343.0,2.0,1.0,2,76.0
Electronics City Phase 1,1330.0,2.0,2.0,3,44.0
Mallasandra,1524.0,2.0,3.0,3,72.0
Lingadheeranahalli,2236.0,4.0,2.0,4,153.0
Raja Rajashweri Nagar,1410.0,2.0,2.0,3,45.12
Kothanur,1581.0,3.0,3.0,3,76.0
Balagere,1205.0,2.0,1.0,2,79.0
Thyagaraja Nagar,1270.0,2.0,2.0,3,95.25
VHBCS Layout,1353.0,2.0,2.0,3,110.0
Jinkethimmanahalli,1200.0,2.0,1.0,2,68.0
basaveshwarnagar,1250.0,2.0,1.0,3,70.0
Gopalapura,1950.2,3.0,2.0,3,261.0
Sarjapur  Road,1157.0,2.0,1.0,3,69.0
Kanakapura,825.0,1.0,0.0,1,35.475
Sarjapur  Road,1000.0,2.0,2.0,2,40.0
Yelahanka,602.0,1.0,1.0,1,33.0
Malleshwaram,3000.0,4.0,0.0,5,900.0
Hoodi,1108.0,2.0,0.0,2,66.46
Thyagaraja Nagar,1040.0,2.0,1.0,2,68.0
Sarjapur,1451.0,2.0,1.0,2,87.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2,40.54
Kanakpura Road,850.0,1.0,1.0,1,37.32
Gopalapura,2171.66,3.0,2.0,3,298.0
Kanaka Nagar,900.0,2.0,1.0,2,40.0
Kudlu,720.0,1.0,1.0,1,33.0
Thanisandra,1573.0,3.0,2.0,3,115.0
Sarjapur  Road,1026.0,2.0,1.0,2,60.8
CV Raman Nagar,1400.0,2.0,2.0,3,78.0
Electronic City Phase II,1400.0,2.0,2.0,3,40.44
Banashankari Stage III,2100.0,3.0,1.0,4,147.0
Sarjapur  Road,1150.0,2.0,1.0,2,48.5
Raja Rajeshwari Nagar,1500.0,3.0,2.0,3,88.0
Malleshwaram,2400.0,3.0,2.0,3,380.0
HRBR Layout,1200.0,3.0,2.0,3,240.0
Kothanur,1790.0,3.0,2.0,3,105.0
Ramagondanahalli,1125.0,2.0,2.0,2,75.0
Hennur,1830.5,3.0,0.0,3,84.205
Marathahalli,1100.0,2.0,1.0,2,50.0
Banaswadi,1105.0,2.0,2.0,2,57.0
Thanisandra,1110.0,2.0,2.0,2,46.5
Dasanapura,708.0,1.0,1.0,1,41.0
Kudlu,1027.0,2.0,2.0,2,44.0
"Banashankari 3rd stage, Vivekanandanagar",1600.0,3.0,1.0,3,100.0
Thigalarapalya,3122.0,6.0,2.0,4,250.0
Sarjapur  Road,1205.0,2.0,2.0,2,37.0
5th Phase JP Nagar,1450.0,2.0,2.0,3,73.0
Thyagaraja Nagar,750.0,4.0,2.0,4,125.0
Annaiah Reddy Layout,540.0,1.0,0.0,1,22.0
Dasarahalli,1200.0,2.0,2.0,2,42.0
Nagarbhavi,1200.0,5.0,1.0,5,260.0
Kalena Agrahara,1837.0,2.0,2.0,3,95.0
Whitefield,1346.0,2.0,1.0,2,76.01
Balagere,1012.0,2.0,1.0,2,68.0
Gopalapura,1950.2,3.0,2.0,3,193.0
Atmananda Colony,1125.0,2.0,2.0,2,55.0
Kaggadasapura,1500.0,2.0,2.0,3,60.0
Harlur,1197.0,2.0,1.0,2,79.9
Chandapura,1230.0,2.0,2.0,3,31.37
BTM 2nd Stage,1100.0,2.0,2.0,2,47.0
Channasandra Layout,1563.0,2.0,2.0,3,52.0
4th Block Jayanagar,2240.0,4.0,1.0,7,700.0
Hebbal Kempapura,3729.0,4.0,2.0,4,384.0
Sarjapur  Road,1600.0,3.0,1.0,3,120.0
Green Glen Layout,1715.0,3.0,3.0,3,120.0
Bannerghatta Road,2400.0,4.0,1.0,4,180.0
Ramagondanahalli,1151.0,2.0,2.0,2,42.5
Banaswadi,1200.0,6.0,2.0,6,220.0
Uttarahalli,1123.0,2.0,2.0,2,60.0
Whitefield,1276.0,2.0,1.0,2,69.5
Yelahanka,1315.0,2.0,3.0,2,77.0
Poorna Pragna Layout,1270.0,2.0,2.0,3,50.79
R.T. Nagar,1325.0,2.0,2.0,2,52.0
Varthur,1600.0,3.0,2.0,3,63.2
Jakkur,1660.0,3.0,2.0,3,104.0
Kodichikkanahalli,1299.0,2.0,3.0,2,58.0
Haralur Road,953.0,2.0,1.0,2,90.0
Gunjur,1457.0,2.0,3.0,2,60.0
Varthur,1000.0,1.0,1.0,2,65.0
Mallasandra,1100.0,2.0,3.0,3,76.3
Yelahanka,1075.0,2.0,1.0,3,33.53
Kanakpura Road,1450.0,3.0,3.0,3,51.0
Iblur Village,5515.0,6.0,2.0,5,425.0
Bellandur,950.0,1.0,1.0,1,40.0
Basaveshwara Nagar,1200.0,3.0,1.0,5,180.0
Amam Enclave Layout,1013.0,2.0,2.0,2,60.0
Hennur Road,1140.0,2.0,2.0,2,56.0
4th T block Jayanagar,2100.0,3.0,3.0,3,220.0
Yelahanka,1430.0,3.0,1.0,3,61.0
Ilyas Nagar,600.0,3.0,0.0,4,95.0
Anantapura,1600.0,3.0,2.0,3,77.0
Ayappa Nagar,1190.0,2.0,1.0,2,48.0
Ashwath Nagar,1625.0,3.0,2.0,3,95.0
Classic Paradise Layout,1210.0,2.0,2.0,2,53.0
Lakshminarayana Pura,1615.0,3.0,2.0,3,150.0
Kalena Agrahara,1180.0,2.0,2.0,2,85.0
Nagasandra,1500.0,2.0,0.0,2,91.0
Bellandur,850.0,2.0,1.0,2,45.0
Kothanur,1130.0,2.0,2.0,2,55.0
CV Raman Nagar,907.0,2.0,2.0,2,38.0
HRBR Layout,1300.0,2.0,3.0,2,90.0
Hennur Road,1891.0,3.0,1.0,3,110.0
Hennur Road,1735.0,3.0,3.0,3,78.0
Bisuvanahalli,1075.0,2.0,1.0,3,33.0
Kumaraswami Layout,2040.0,4.0,3.0,7,123.0
Uttarahalli,1590.0,3.0,2.0,3,57.0
Jayanti Nagar,1600.0,5.0,2.0,5,140.0
Doddakammanahalli,1160.0,2.0,3.0,2,55.0
Tasker Town,930.0,1.0,1.0,2,55.0
Devanahalli,1010.0,2.0,1.0,2,58.0
Electronic City,1221.0,2.0,2.0,2,68.0
Banashankari,2400.0,4.0,3.0,4,470.0
Hoodi,1108.0,2.0,1.0,2,87.48
Vidyaranyapura,1000.0,4.0,2.0,4,120.0
Sarjapur  Road,1370.0,2.0,1.0,2,70.0
Banashankari Stage V,920.0,2.0,1.0,2,41.5
Bhoganhalli,1277.0,2.0,1.0,2,79.89
Horamavu Agara,1213.0,2.0,2.0,2,38.1
Singasandra,1653.0,3.0,2.0,3,85.0
Sarjapur,2400.0,3.0,3.0,4,140.0
1st Block Koramangala,3000.0,5.0,3.0,4,500.0
Kothanur,1600.0,4.0,3.0,4,250.0
Kanakpura Road,1570.0,3.0,2.0,3,68.0
Nallurhalli,1053.0,2.0,3.0,2,44.0
Hoysalanagar,1325.0,2.0,3.0,3,56.0
manyata,1169.0,2.0,1.0,2,50.11
Badavala Nagar,1274.0,2.0,1.0,2,90.0
Whitefield,1317.0,2.0,2.0,2,52.0
Lakshminarayana Pura,1195.0,2.0,1.0,2,75.0
Whitefield,2858.0,4.0,0.0,4,137.0
Kammasandra,940.0,2.0,2.0,2,35.0
Budigere,1820.0,3.0,2.0,3,95.5
Kanakpura Road,1450.0,3.0,3.0,3,53.6
Whitefield,1615.0,3.0,0.0,3,96.9
Nagarbhavi,2200.0,2.0,3.0,3,99.0
Subramanyapura,985.0,2.0,1.0,2,62.5
Electronics City Phase 1,1116.0,2.0,1.0,2,33.0
Attibele,656.0,2.0,1.0,2,25.0
Kaggadasapura,1105.0,2.0,1.0,2,39.5
Whitefield,1220.0,2.0,1.0,2,55.0
Hoodi,1400.0,3.0,2.0,3,74.0
Bhuvaneswari Nagar,2400.0,3.0,0.0,4,185.0
Anandapura,850.0,3.0,0.0,3,63.0
Uttarahalli,1000.0,2.0,1.0,2,35.0
Bannerghatta Road,1660.0,3.0,3.0,3,80.0
Uttarahalli,1330.0,2.0,1.0,3,57.0
Old Madras Road,1165.0,2.0,1.0,2,52.0
Budigere,1153.0,2.0,2.0,2,56.0
Bannerghatta Road,1270.0,2.0,2.0,2,45.0
2nd Phase JP Nagar,1070.0,2.0,2.0,2,38.0
Banashankari Stage III,1420.0,2.0,2.0,3,95.0
Kothanur,1600.0,5.0,0.0,4,130.0
Langford Town,2031.0,2.0,2.0,2,200.0
Bellandur,1454.0,2.0,1.0,2,90.0
Whitefield,1116.0,2.0,3.0,2,48.76
Maruthi Sevanagar,2000.0,3.0,1.0,4,180.0
Sarjapur  Road,1346.0,2.0,1.0,2,74.03
Hessarghatta,1062.0,2.0,1.0,2,50.0
 Mysore Highway,700.0,1.0,1.0,1,25.5
JP Nagar,1405.0,2.0,1.0,2,99.0
Doddathoguru,1100.0,2.0,2.0,2,50.0
Chikka Tirupathi,2153.0,4.0,3.0,3,120.0
Kammagondahalli,1200.0,3.0,2.0,3,120.0
Ulsoor,2135.0,3.0,2.0,3,170.0
Uttarahalli,1125.0,2.0,1.0,2,47.0
2nd Phase Judicial Layout,1350.0,2.0,2.0,3,47.25
Pai Layout,1068.0,2.0,3.0,2,48.0
Doddathoguru,940.0,2.0,1.0,2,32.9
Hosa Road,1063.0,2.0,1.0,2,32.79
Brookefield,1382.0,2.0,2.0,2,84.5
Harlur,936.0,2.0,1.0,2,45.0
KR Puram,1400.0,2.0,3.0,3,60.0
Sarjapur  Road,475.0,1.0,1.0,1,26.0
LIC Colony,1200.0,2.0,1.0,2,115.0
Glass Factory Layout,1450.0,3.0,3.0,3,65.0
Kudlu,1162.0,2.0,1.0,2,52.0
Hosa Road,1161.0,2.0,1.0,2,48.75
Green Glen Layout,1623.29,2.0,2.0,3,105.0
Brookefield,1260.0,2.0,1.0,2,70.0
Billekahalli,1672.0,3.0,2.0,4,190.0
Seegehalli,3000.0,4.0,2.0,3,240.0
Murugeshpalya,1500.0,2.0,0.0,3,70.0
Budigere,705.0,1.0,0.0,1,34.545
Dollars Colony,2000.0,3.0,3.0,3,200.0
Thyagaraja Nagar,1675.0,1.0,0.0,1,241.0
Electronic City,1200.0,3.0,2.0,3,150.0
Nagarbhavi,1100.0,2.0,2.0,2,46.2
Whitefield,1400.0,2.0,3.0,3,56.0
Ramagondanahalli,2257.0,3.0,2.0,3,155.0
Budigere,1153.0,2.0,2.0,2,56.5
Sarjapur  Road,1197.0,2.0,1.0,2,56.86
Siddapura,1150.0,2.0,2.0,2,90.0
Akshayanagara East,595.0,1.0,1.0,1,40.0
Hoodi,1837.0,3.0,1.0,3,110.0
Bellandur,1830.0,3.0,3.0,3,91.86
Green Glen Layout,1715.0,3.0,3.0,3,115.0
Electronic City,970.0,2.0,1.0,2,35.0
Hebbal Kempapura,1200.0,3.0,2.0,4,148.0
NRI Layout,2700.0,5.0,1.0,4,95.75
Siddapura,5480.0,4.0,2.0,3,400.0
Vidyaranyapura,2400.0,5.0,1.0,4,135.0
Sarjapur  Road,3040.0,4.0,2.0,4,135.0
Raja Rajeshwari Nagar,1168.0,2.0,1.0,2,66.0
Begur Road,1160.0,2.0,2.0,2,36.54
Mallappa Layout,1500.0,3.0,2.0,3,75.0
Kumaraswami Layout,600.0,2.0,1.0,2,72.0
5th Phase JP Nagar,1200.0,7.0,3.0,8,250.0
ITPL,850.0,2.0,1.0,2,25.4
Ramamurthy Nagar,935.0,2.0,2.0,2,39.0
Ullal Road,1200.0,5.0,1.0,5,235.0
Doddaballapur,654.0,1.0,1.0,1,49.0
Domlur,1650.0,3.0,1.0,3,180.0
Dodsworth Layout,5656.0,5.0,0.0,3,499.0
Vinayak Nagar,1300.0,2.0,1.0,2,33.0
Kaggalipura,950.0,2.0,1.0,2,60.0
Silk Board,1250.0,3.0,2.0,3,54.0
Doddakallasandra,1072.0,2.0,1.0,2,42.87
Ankappa Layout,1425.0,2.0,2.0,3,65.0
Uttarahalli,1165.0,1.0,0.0,2,42.09
Kathriguppe,1390.0,2.0,2.0,3,69.49
Kalena Agrahara,1510.0,3.0,2.0,3,78.0
Thanisandra,1305.0,2.0,2.0,2,90.0
Vidyaranyapura,1200.0,6.0,2.0,6,170.0
Kodigehaali,866.0,2.0,2.0,2,32.0
Hulimavu,1231.0,2.0,1.0,2,84.5
Sompura,1360.0,2.0,3.0,3,45.0
Yeshwanthpur,2500.0,3.0,3.0,3,138.0
Whitefield,1140.0,2.0,3.0,2,55.0
Kanakpura Road,525.0,1.0,1.0,1,30.0
Whitefield,1295.0,2.0,1.0,2,64.5
Hormavu,1020.0,2.0,2.0,2,45.75
Sidedahalli,1200.0,1.0,0.0,2,50.0
Vidyaranyapura,1100.0,2.0,1.0,2,41.0
Bannerghatta Road,4723.0,4.0,3.0,4,500.0
Kothannur,820.0,2.0,2.0,2,37.0
Sarjapur,3508.0,4.0,1.0,4,386.0
Versova Layout,3700.0,4.0,2.0,4,400.0
Kalena Agrahara,1354.0,2.0,2.0,2,70.0
Basavangudi,2453.0,3.0,2.0,4,250.0
Garudachar Palya,1154.0,2.0,1.0,2,51.8
7th Phase JP Nagar,1680.0,2.0,3.0,3,92.0
Electronics City Phase 1,1205.0,2.0,2.0,2,60.0
Raja Rajeshwari Nagar,1400.0,2.0,2.0,3,86.0
Doopanahalli,1625.0,3.0,1.0,3,150.0
Electronic City,1500.0,3.0,1.0,3,73.0
Bannerghatta Road,1520.0,2.0,3.0,3,80.0
3rd Stage Raja Rajeshwari Nagar,1300.0,3.0,1.0,2,65.0
Manayata Tech Park,1150.0,2.0,2.0,2,47.0
Kadugodi,1762.0,3.0,3.0,3,109.0
Budigere,1153.0,2.0,2.0,2,58.0
Yelahanka,2650.0,4.0,1.0,4,223.0
Sompura,1350.0,2.0,2.0,3,47.0
Billekahalli,950.0,2.0,2.0,2,56.0
Jakkur,3295.0,3.0,3.0,3,310.0
Coconut Grove Layout,1515.0,3.0,3.0,3,80.5
Neeladri Nagar,1100.0,2.0,2.0,2,30.0
Byrasandra,1250.0,2.0,2.0,2,65.0
HBR Layout,1200.0,2.0,0.0,2,120.0
5th Phase JP Nagar,2500.0,8.0,3.0,7,95.0
Hoskote,1200.0,4.0,2.0,4,100.0
Yelahanka,1355.0,2.0,2.0,3,51.5
Dominic Layout,1115.0,3.0,1.0,3,39.14
8th Phase JP Nagar,1275.0,3.0,2.0,3,45.0
Padmanabhanagar,2051.0,3.0,2.0,3,170.0
BTM Layout,1470.0,2.0,2.0,3,99.0
Silver Springs Layout,1550.0,2.0,3.0,3,70.0
Bannerghatta Road,1270.0,2.0,1.0,3,73.0
Bhoganhalli,2119.0,4.0,2.0,4,111.0
Hebbal Kempapura,1600.0,3.0,3.0,3,170.0
Kudlu Gate,1320.0,2.0,2.0,3,50.0
Tejaswini Nagar,1410.0,2.0,1.0,3,54.0
Whitefield,1200.0,2.0,3.0,2,70.0
Chennammana Kere,1705.0,2.0,1.0,3,86.96
Electronic City,995.0,2.0,1.0,2,48.0
Horamavu Banaswadi,1081.0,2.0,1.0,2,52.0
Parappana Agrahara,1194.0,2.0,2.0,2,46.0
Sonnenahalli,605.0,1.0,1.0,1,30.24
Yelahanka,567.0,1.0,1.0,1,25.0
Rajaji Nagar,1718.0,3.0,2.0,2,275.0
Banashankari Stage VI,1410.5,2.0,0.0,3,70.385
2nd Stage Nagarbhavi,600.0,5.0,1.0,3,135.0
Green Glen Layout,1715.0,3.0,2.0,3,105.0
Bannerghatta Road,1846.0,3.0,2.0,3,120.0
Coconut Garden,600.0,3.0,1.0,3,90.0
Whitefield,1015.0,2.0,3.0,2,56.0
Thanisandra,1100.0,2.0,1.0,2,36.0
Thanisandra,1965.0,4.0,2.0,3,125.0
NGR Layout,1021.0,2.0,2.0,2,45.9
Haralur Road,1230.0,2.0,1.0,2,67.65
